tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt0123566,Breaker Beauties,1977.0,"['Adult', 'Comedy', 'Music']","['nm0677120', 'nm0040173', 'nm0150205']",84.0,6.2,,,32.0,,,
tt0123570,Brief Affair,1982.0,['Adult'],"['nm0134179', 'nm0364481', 'nm0249892', 'nm0395121']",75.0,6.2,,,80.0,,,
tt0123573,Brothers,1982.0,['Drama'],"['nm0371718', 'nm0437997', 'nm0289315', 'nm1653830', 'nm0915594']",103.0,5.1,English,Australia,33.0,1.2,,"Five Australian journalists are killed in East Timor during the 1975 uprising. Two brothers, Kevin and Adam, survive the incident. Years later, Kevin is living in a small town in New Zealand, engaged to Jenine. Adam arrives to persuade Kevin to return to journalism. Adam begins a romantic relationship with Lani. Adam and Lani break up after he is beaten up by toughs in a fight that Adam could have avoided. Adam gets with another woman, Alison. Lani becomes a prostitute and tries to kill herself. Adam comes to see Kevin and discovers that Lani has had a complete breakdown and the entire town where Kevin lives hates Adam. A mob of people arrive to beat up Adam but Kevin does it. Later a bus carrying Alison is driving along. Adam follows. The bus crashes and Alison is killed."
tt0123581,Burning Down the House,2001.0,['Comedy'],"['nm0001698', 'nm0005554', 'nm1304423', 'nm0040472', 'nm0281450']",84.0,4.8,English,United States,88.0,,,"Unable to find funding for his next film, a Hollywood director burns down his house for the insurance money. [ 1 ]"
tt0123583,Bush League,1991.0,['Adult'],"['nm0200069', 'nm0325434', 'nm0922301']",81.0,,,,,,,
tt0124197,Born Black,1969.0,['Drama'],"['nm0775120', 'nm0386066']",88.0,6.6,,,29.0,,,
tt0124299,Braxton,1989.0,"['Action', 'Adventure']","['nm0804023', 'nm0836977', 'nm0047850', 'nm0839013']",65.0,7.6,,,18.0,,,
tt0124301,Bye-Bye Babushka,1997.0,['Documentary'],[],80.0,7.9,,,15.0,,,
tt0124906,"Bulls, Love and Glory",1944.0,['Drama'],"['nm0308949', 'nm0034291', 'nm0721316', 'nm0529876', 'nm0416220']",90.0,,Spanish,Mexico,,,,"Bulls, Love and Glory (Spanish: ""Toros, amor y gloria"") is a 1944 Mexican film directed by Raúl de Anda . It stars Sara García ."
tt0125025,Bulaklak sa City Jail,1984.0,"['Crime', 'Drama']",['nm0202516'],110.0,7.1,,,440.0,,,
tt0125026,Bums,1993.0,"['Mystery', 'Thriller']","['nm0001520', 'nm0680442', 'nm8935381', 'nm0327708', 'nm14585931']",94.0,5.9,,,41.0,,,
tt0125440,"Bound for the Fields, the Mountains, and the Seacoast",1986.0,"['Comedy', 'Drama', 'Fantasy']","['nm0100492', 'nm0370664', 'nm0411105', 'nm0412831', 'nm0441100']",135.0,7.4,,,284.0,,,
tt0125678,Bongwater,1998.0,"['Comedy', 'Drama', 'Romance']","['nm0005561', 'nm0085312', 'nm0004873', 'nm0005438', 'nm0005085']",97.0,5.1,English,United States,4567.0,1.0,,"David is a stoner living in Portland, Oregon . After having previously sold marijuana to a woman named Jennifer, he is introduced to her friend, the tempestuous Serena, who is immediately disliked by his friends, Robert and Tony, a gay couple . Serena develops a liking to David after seeing the artwork he does in his spare time, and encourages him to make a career for himself. After moving into his house, she introduces him to Mary Weiss, the daughter of a local gallery owner who falsely claims to be an art curator. Serena becomes frustrated with David's lack of ambition, and decides to move to New York City with Tommy, a punk rocker and paranoid heroin addict. Before she leaves, she and David get into a fight, which ends in her burning down his house."
tt0126207,Boulevards d'Afrique,1988.0,['Musical'],"['nm1158346', 'nm1158824', 'nm0468130', 'nm1159735']",70.0,5.3,,,11.0,,,
tt0126218,Bob's Weekend,1996.0,"['Comedy', 'Drama', 'Romance']","['nm0427646', 'nm0328933', 'nm2259401', 'nm2259401', 'nm0866870']",93.0,5.5,,,177.0,,,
tt0126639,Burning Memory,1989.0,['Drama'],"['nm0744812', 'nm0689072', 'nm0646221', 'nm0011847', 'nm0206664']",93.0,6.9,,,14.0,,,
tt0126668,Buhwaleui nolae,1990.0,['Drama'],"['nm0497710', 'nm1055969']",100.0,,,,,,,
tt0127061,Break-Up,1988.0,"['Comedy', 'Crime', 'Drama']","['nm0418271', 'nm0833288', 'nm0417394', 'nm0840436', 'nm0860941']",88.0,1.9,,,28.0,,,
tt0128082,Boldog lovak,1996.0,['Comedy'],"['nm0046269', 'nm0312529', 'nm0581717', 'nm0299798', 'nm0844476']",76.0,7.6,,,45.0,,,
tt0128087,Brokers,1997.0,['Comedy'],"['nm0825638', 'nm0245339', 'nm0383875', 'nm0810554', 'nm1171163']",71.0,,,,,,,
tt0128292,Buttoners,1997.0,['Comedy'],"['nm0952161', 'nm0369152', 'nm0875344', 'nm0396104', 'nm0409250']",102.0,7.3,Czech English Japanese,Czech Republic,1879.0,,,Buttoners ( Czech : Knoflíkáři ) is a 1997 Czech film directed by Petr Zelenka .
tt0128972,Boots! Boots!,1934.0,"['Comedy', 'Musical']","['nm0286399', 'nm0455499', 'nm0713821', 'nm0097848']",80.0,4.9,,,138.0,,,
tt0128974,Brief Season,1969.0,['Drama'],"['nm0427756', 'nm0097737', 'nm0605195', 'nm0210154', 'nm0669534']",96.0,6.1,Italian,Italy,36.0,,,"Johnny is a young American who lives in Rome , where he exercises the profession of stockbroker. Luisa is a Swedish girl who works as a simultaneous translator at the FAO. They meet on the occasion of a TV show, and fall in love. Johnny, intending to secure a future for himself and Luisa, sells some securities in his care to attempt a stock market speculation based on some confidential information, but things do not go as expected."
tt0130524,Buck and the Magic Bracelet,1998.0,"['Action', 'Adventure', 'Drama']","['nm0566783', 'nm0675066', 'nm1357350', 'nm0583838', 'nm0722388']",99.0,4.2,,,56.0,,,
tt0130633,Body of the Prey,1967.0,"['Horror', 'Sci-Fi']","['nm0185883', 'nm3469146', 'nm3448560', 'nm4113834', 'nm3467933']",94.0,2.7,,,732.0,,,
tt0131325,Bowfinger,1999.0,['Comedy'],"['nm0000188', 'nm0000552', 'nm0000552', 'nm0005085', 'nm0628017']",97.0,6.5,English,United States,77734.0,55.0,98.6,"B movie film producer Bobby Bowfinger has been saving up to direct a movie since he was ten years old: he now has $2,184 to pay for production costs. He has a script called ""Chubby Rain"" penned by an accountant, Afrim, and a camera operator, Dave, who has access to studio equipment through his job as a gofer. Bowfinger then lines up several actors who are hungry for work, along with a crowd of illegal Mexican immigrants as his camera crew; the only other thing he needs is a studio deal in order to distribute his masterwork. He extracts a promise from high-ranking Universal Pictures executive Jerry Renfro that Universal will distribute the film if it includes currently hot action star Kit Ramsey. Ramsey – a pompous, neurotic , and paranoid actor – refuses, so Bowfinger concocts a plan to covertly film all of Ramsey's scenes without his knowledge. The actors, told that Ramsey is method acting and will not be interacting with them outside of their scenes, walk up to Ramsey in public and recite their lines while hidden cameras catch Ramsey's confused reactions. The plan goes well at first: Ramsey (who is a member of a Scientology -like organization called MindHead) swallows the movie's alien invasion premise and believes he is genuinely being stalked by aliens, resulting in an exceptionally genuine and intense performance. However, the strain on his already-precarious mental state leads him to go into hiding in order to maintain his sanity, stalling the film's production."
tt0131328,Boum sur Paris,1953.0,"['Comedy', 'Musical']",['nm0076144'],95.0,5.6,French,France,69.0,,,"In the early 1950s, the popular radio program ""La Kermesse aux Étoiles"", hosted by the famous Jean Nohain, mixing lottery games and performances of various artists will be disturbed by the adventures of a man and his bride seeking to retrieve a dangerous perfume bottle (explosive) which was inadvertently mixed with prizes ..."
tt0132891,Bonitinha Mas Ordinária ou Otto Lara Rezende,1981.0,['Drama'],"['nm0929093', 'nm0471849', 'nm0602425', 'nm0180878']",106.0,6.1,,,510.0,,,
tt0133338,Burning Land,1984.0,['Drama'],"['nm0653746', 'nm0070063', 'nm0243270', 'nm0837658', 'nm0761442']",95.0,,,,,,,
tt0133520,Bo-dacious,1989.0,['Adult'],"['nm0214150', 'nm0273077', 'nm10632123', 'nm0598940']",73.0,,,,,,,
tt0133530,Body Candy,1980.0,['Adult'],"['nm0408867', 'nm1679397']",73.0,7.3,,,13.0,,,
tt0133539,Boiling Desires,1987.0,"['Adult', 'Romance']","['nm0001000', 'nm0000465', 'nm0909145']",81.0,5.3,,,163.0,,,
tt0133571,Boneless,1967.0,"['Crime', 'Drama', 'Horror']","['nm3826660', 'nm1796069', 'nm0619107', 'nm0463774', 'nm6695326']",72.0,5.6,,,31.0,,,
tt0133587,Born to Burn,1988.0,['Adult'],"['nm0001000', 'nm0546735', 'nm0000561', 'nm0909145']",89.0,6.4,,,103.0,,,
tt0133624,Bound in Love,1980.0,['Adult'],[],60.0,,,,,,,
tt0133646,Breast Stroke 3,1989.0,"['Adult', 'Comedy']","['nm0395121', 'nm0000561', 'nm0696889']",75.0,6.2,,,100.0,,,
tt0133667,Brute Therapy,1971.0,"['Adult', 'Crime', 'Drama']","['nm0527603', 'nm1797975']",62.0,4.6,,,14.0,,,
tt0133674,Buck's Excellent Transsexual Adventure,1989.0,['Adult'],"['nm0010799', 'nm10723768', 'nm1036226']",73.0,,,,,,,
tt0133688,Bright Eyes,1929.0,"['Comedy', 'Romance']","['nm0872465', 'nm0340088', 'nm0895810', 'nm0367110', 'nm0834725']",85.0,6.6,Silent German intertitles,Austria United Kingdom,23.0,,,"Bright Eyes is a 1929 British-Austrian silent romance film directed by Géza von Bolváry and starring Betty Balfour , Jack Trevor , and Fritz Greiner . [ 1 ] It is also known under the alternative title of Champagner . The film was a co-production between British International Pictures and Sascha-Film . Bolváry directed the film after travelling to Britain to make The Wrecker and stayed on to make another film, The Vagabond Queen , before returning to Germany. [ 2 ]"
tt0134297,By Hook or by Crook,1975.0,[],"['nm0093141', 'nm0006781', 'nm0927536', 'nm0742035', 'nm0772271']",94.0,5.9,,,14.0,,,
tt0134326,Broken Reality,1994.0,['Thriller'],"['nm0384284', 'nm0782723', 'nm0057630', 'nm0081386', 'nm0130304']",96.0,,,,,,,
tt0134330,Bun for the Money,1990.0,['Adult'],"['nm0124973', 'nm0001000', 'nm0909145']",91.0,6.3,,,97.0,,,
tt0134345,Bustin' Out,1988.0,"['Adult', 'Romance']","['nm0010799', 'nm0273077', 'nm0143666']",75.0,,,,,,,
tt0134350,Busty Biker Babes,1994.0,['Adult'],[],61.0,8.0,,,10.0,,,
tt0134372,Butt's Motel 2,1989.0,"['Adult', 'Comedy']","['nm0120178', 'nm0124973', 'nm0322279']",82.0,,,,,,,
tt0134373,Butts Motel 3,1989.0,['Adult'],"['nm0212802', 'nm0546735', 'nm0696889', 'nm0909145']",72.0,,,,,,,
tt0134374,Butt's Motel 4,1989.0,"['Adult', 'Comedy']","['nm0909145', 'nm0696889', 'nm0891950']",70.0,,,,,,,
tt0134380,Butter,1998.0,"['Action', 'Thriller']","['nm0005245', 'nm0001368', 'nm0005531', 'nm0865302', 'nm0005024']",101.0,4.4,English,United States,535.0,,,Several corrupt record company executives kill a singing sensation with a lethal injection rather than letting her leave their label and join another company. They then frame her foster brother for the murder forcing him to go on the run and to try to get the goods on the real killers.
tt0134398,Buxom Beautease,1956.0,"['Documentary', 'Music']",[],79.0,6.8,,,44.0,,,
tt0135165,Bug Buster,1998.0,"['Comedy', 'Horror', 'Sci-Fi']","['nm0001642', 'nm0001150', 'nm0001786', 'nm0641948', 'nm0513598']",93.0,4.0,English,United States,1255.0,,,"After the mayor uses a potentially dangerous substance to protect the local plantation , the lakeside town of Mountview, in California , is attacked by a lethal species of large cockroach . After some of the town's inhabitants are killed, the mayor enlists the help of eccentric pest exterminator General George S. Merlin in order to prevent further harm to the local dwellers."
